,DATETIME,PRESSURE_T1,PRESSURE_T2,PRESSURE_T3,PRESSURE_T4,PRESSURE_T5,PRESSURE_T6,PRESSURE_T7,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,FLOW_PU1,FLOW_PU2,FLOW_PU3,FLOW_PU4,FLOW_PU5,FLOW_PU6,FLOW_PU7,FLOW_PU8,FLOW_PU9,FLOW_PU10,FLOW_PU11,FLOW_V2,STATUS_PU1,STATUS_PU2,STATUS_PU3,STATUS_PU4,STATUS_PU5,STATUS_PU6,STATUS_PU7,STATUS_PU8,STATUS_PU9,STATUS_PU10,STATUS_PU11,STATUS_V2,ATT_FLAG
18087,4521.75,4.3398,4.782,3.6386,3.0276,4.5,5.5,3.0398,2.9764,36.1444,30.4465,72.4521,30.404,85.2622,25.2701,103.6356,25.1529,69.8436,33.0124,32.1124,94.082,94.1003,0.0,0.0,0.0,0.0,51.2462,23.2818,0.0,31.5926,0.0,84.7433,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1472,368.0,1.8357,5.1445,4.1203,3.2577,4.5,5.5,4.0253,2.9752,34.7535,30.207,71.9417,30.1649,85.4991,23.9721,105.7831,23.8697,75.8862,32.6789,31.7789,96.6851,96.7041,0.0,0.0,0.0,0.0,51.0109,19.7826,0.0,29.3628,0.0,68.3927,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1473,368.25,1.8479,5.1906,4.0269,3.2776,4.5,5.5,4.3084,2.9752,34.7649,30.2472,71.8483,30.2051,85.5241,23.9982,105.809,23.8963,76.0946,32.718,31.818,96.6638,96.6828,0.0,0.0,0.0,0.0,51.0184,19.7826,0.0,29.3044,0.0,68.182,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
420,105.0,4.0428,4.9692,3.6001,3.0985,4.5,5.1859,3.3248,2.9778,37.8081,27.9684,69.2143,27.9276,84.9124,31.8675,110.883,31.8675,54.3842,41.7495,29.3448,90.9343,90.9516,0.0,0.0,0.0,0.0,50.1813,22.6071,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
421,105.25,4.1307,4.836,3.4867,3.1188,4.5,5.0673,2.7768,2.9779,37.8549,27.8394,69.1009,27.7987,84.8947,31.9477,110.9632,31.9477,53.9443,41.8238,29.2154,90.8451,90.8624,0.0,0.0,0.0,0.0,50.1246,22.6071,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
17395,4348.75,1.5567,3.8226,4.7312,3.0719,4.5,5.0585,2.994,2.9758,35.4879,29.4773,75.7224,29.4381,88.5454,29.5593,116.7261,29.5593,58.4064,32.012,31.112,95.3139,95.3325,0.0,0.0,0.0,0.0,49.0813,12.0287,0.0,0.0,0.0,82.0553,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17396,4349.0,1.6204,3.9101,4.6761,3.2541,4.5,4.9778,2.6667,2.9755,35.1132,29.423,74.9241,29.3837,88.2671,28.9605,113.3811,28.9605,58.6918,31.9407,31.0407,96.0144,96.0332,0.0,0.0,0.0,0.0,49.1992,16.4917,0.0,0.0,0.0,79.0343,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
9672,2418.0,3.6175,5.1874,4.6139,4.3663,4.5,5.2763,3.7568,2.9783,38.2993,28.2335,72.8368,28.1937,86.4221,32.1849,111.8837,32.1849,57.1412,42.216,29.6056,89.9975,90.0146,0.0,0.0,0.0,0.0,49.5415,21.9411,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9673,2418.25,3.7217,5.0559,4.5246,4.4162,4.5,5.1802,3.3167,2.9783,38.3538,28.107,72.7476,28.0672,86.4249,32.2795,111.9783,32.2795,56.7867,42.3027,29.4786,89.8932,89.9103,0.0,0.0,0.0,0.0,49.4743,21.9411,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10237,2559.25,4.3161,0.6105,4.8205,3.5854,4.5,5.3567,4.2126,2.9908,25.8288,20.8923,87.3209,20.9488,84.6723,30.3682,109.9118,30.3682,60.1029,38.4758,22.6054,112.882,0.0,0.0,32.3603,0.0,0.0,46.5427,22.0944,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10238,2559.5,4.2729,0.5201,4.9276,3.6679,4.5,5.2911,3.9237,2.9902,23.3131,25.1679,88.9555,25.2308,85.952,28.1894,107.733,28.1894,59.868,28.1934,27.2934,117.2874,0.0,0.0,33.9987,0.0,0.0,48.218,22.0944,0.0,0.0,0.0,98.0302,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
15533,3883.25,2.6751,1.6402,4.3889,4.3889,4.5,5.1726,2.4646,2.9896,21.3125,26.7931,71.5484,26.7534,85.2312,18.4326,84.2291,18.3218,66.2051,29.2598,28.3598,120.7489,0.0,0.0,0.0,0.0,0.0,49.4117,32.6958,0.0,30.6489,0.0,69.5347,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15534,3883.5,2.553,1.6936,4.2892,4.3729,4.5,5.1874,2.3903,2.9896,21.2573,26.8197,71.4487,26.7801,85.2257,18.3636,84.16,18.2528,66.1676,29.2822,28.3822,120.8439,0.0,0.0,0.0,0.0,0.0,49.4284,32.6958,0.0,30.6394,0.0,68.6694,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
7782,1945.5,1.0595,4.2436,4.7261,3.4825,4.5,5.5,3.1639,2.9745,34.0328,28.5059,90.3366,28.5743,88.1419,21.8405,97.8354,21.7363,72.8623,31.3909,30.4909,98.0238,98.0433,0.0,35.1563,0.0,0.0,48.8376,25.3637,0.0,29.6466,0.0,71.0976,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7783,1945.75,1.0554,4.2094,4.8486,3.6441,4.5,5.5,3.3694,2.9745,34.0279,28.4798,90.4036,28.548,88.2466,21.8457,97.8404,21.7418,73.0139,31.3642,30.4642,98.033,98.0525,0.0,35.1023,0.0,0.0,48.7679,25.3637,0.0,29.6003,0.0,71.281,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
17705,4426.25,4.4782,3.5765,3.4064,3.9063,4.5,5.5,4.0284,2.9775,37.3678,26.6495,71.3116,26.6102,85.5456,25.8073,103.3204,25.6896,70.1791,41.0582,28.0191,91.7711,91.7887,0.0,0.0,0.0,0.0,49.172,24.0568,0.0,31.6508,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17706,4426.5,4.529,3.446,3.3139,3.945,4.5,5.5,4.0448,2.9908,25.7255,26.5237,71.2191,26.4845,85.5409,24.8341,102.3464,24.7181,69.9908,38.3676,27.8928,113.0641,0.0,0.0,0.0,0.0,0.0,49.1082,24.0568,0.0,31.4236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
7332,1833.0,2.2038,5.542,3.6128,2.8995,4.5,5.5,3.6463,2.9765,36.308,28.5071,70.6727,28.4656,84.5403,24.2742,103.164,24.1609,70.8288,39.2956,29.8867,93.7742,93.7924,0.0,0.0,0.0,0.0,50.6414,22.788,0.0,31.013,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7333,1833.25,2.2657,5.4076,3.5121,2.8949,4.5,5.5,3.7256,2.9766,36.3415,28.3762,70.5721,28.3348,84.5048,24.3329,103.2227,24.2197,70.9034,39.3491,29.7555,93.7112,93.7293,0.0,0.0,0.0,0.0,50.5936,22.788,0.0,31.0083,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
6752,1688.0,1.7298,5.3356,3.7502,4.1776,4.5,5.5,3.4976,2.9749,34.504,32.096,72.1255,32.096,61.3364,21.6339,94.8306,21.5202,67.9547,34.2897,33.3897,97.1492,97.1684,0.0,0.0,0.0,0.0,0.0,27.6035,0.0,31.0822,0.0,49.3693,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6753,1688.25,1.7326,5.4666,3.6625,3.7539,4.5,5.5,3.4347,2.975,34.5185,32.1785,72.0378,32.1785,60.9126,21.6379,94.8346,21.5241,67.9046,34.3694,33.4694,97.1222,97.1414,0.0,0.0,0.0,0.0,0.0,27.6035,0.0,31.0982,0.0,48.6308,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16594,4148.5,1.6982,2.5218,3.4175,2.4418,4.5,5.2797,2.1708,2.9897,21.6623,27.5179,68.3822,27.4767,83.8459,19.798,92.665,19.6855,66.7509,29.9697,29.0697,120.1462,0.0,0.0,0.0,0.0,0.0,50.4932,27.8528,0.0,30.8946,0.0,65.1075,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16595,4148.75,1.6038,2.5606,3.2987,2.4265,4.5,5.3105,2.1636,2.9897,21.6159,27.5389,68.2634,27.4976,83.8395,19.7428,92.6098,19.6304,66.7506,29.987,29.087,120.2263,0.0,0.0,0.0,0.0,0.0,50.507,27.8528,0.0,30.8782,0.0,64.3473,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
39,9.75,3.1481,2.6374,4.0461,4.0625,4.5,4.9843,3.0643,2.9899,22.2798,27.7883,70.0919,27.7479,85.1233,20.6316,93.7814,20.5187,67.3606,30.2623,29.3623,119.0797,0.0,0.0,0.0,0.0,0.0,49.9817,27.6389,0.0,30.9612,0.0,70.1696,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,10.0,3.0386,2.691,3.9364,4.0415,4.5,5.0274,3.0564,2.99,22.7312,27.9349,71.6223,27.8947,85.6296,21.5932,97.6895,21.4793,67.8247,30.4216,29.5216,118.298,0.0,0.0,0.0,0.0,0.0,49.797,25.2831,0.0,31.1086,0.0,72.7945,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
9790,2447.5,0.8889,4.571,3.5768,2.8608,4.5,5.3459,1.5956,2.9741,33.5565,28.5876,88.1129,28.6615,85.6837,20.9603,96.7653,20.8446,66.2815,31.4813,30.5813,98.9051,98.9248,0.0,36.4663,0.0,0.0,50.1623,25.528,0.0,31.3757,0.0,65.7922,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9791,2447.75,0.8696,4.5157,3.6895,2.9305,4.5,5.362,1.5619,2.9741,33.5416,28.5434,88.1702,28.6171,85.7225,20.9398,96.7448,20.8241,66.2701,31.4368,30.5368,98.9327,98.9524,0.0,36.4098,0.0,0.0,50.1198,25.528,0.0,31.373,0.0,66.0032,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
12108,3027.0,0.9379,2.5958,5.2252,3.4108,4.5,5.032,2.9207,2.9757,35.3776,30.9217,76.2193,30.9217,67.7899,29.0825,115.3201,29.0825,58.734,33.2076,32.3076,95.5201,95.5388,0.0,0.0,0.0,0.0,0.0,13.7273,0.0,0.0,0.0,69.6051,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12109,3027.25,1.0104,2.7805,5.1702,3.1889,4.5,4.9553,2.6203,2.9758,35.4334,31.0628,76.1643,31.0628,67.568,29.1651,115.4027,29.1651,58.4822,33.3463,32.4463,95.4158,95.4345,0.0,0.0,0.0,0.0,0.0,13.7273,0.0,0.0,0.0,69.1116,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16047,4011.75,1.2544,4.6249,5.3507,3.3859,4.5,5.236,3.1386,2.9759,35.5818,32.1193,76.8507,32.1193,67.8595,25.5414,113.0961,25.4258,70.9464,34.3563,33.4563,95.1379,95.1565,0.0,0.0,0.0,0.0,0.0,11.3703,0.0,31.3512,0.0,59.5907,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16048,4012.0,1.3107,4.7831,5.3042,3.1677,4.5,5.324,3.3404,2.9755,35.1347,32.0138,76.1292,32.0138,68.872,25.3656,113.315,25.2509,71.2109,34.2353,33.3353,95.9742,95.993,0.0,0.0,0.0,0.0,0.0,10.4988,0.0,31.2223,0.0,56.1028,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16670,4167.5,1.8157,4.9803,5.2263,3.4535,4.5,5.5,3.5714,2.9753,34.9067,30.1161,73.2438,30.0751,86.7577,22.5506,97.869,22.4406,70.7247,32.5922,31.6922,96.3996,96.4185,0.0,0.0,0.0,0.0,50.3348,25.9272,0.0,30.5276,0.0,70.1057,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16671,4167.75,1.8272,5.0327,5.1349,3.5393,4.5,5.5,3.6597,2.9753,34.9183,30.1614,73.1524,30.1204,86.8323,22.5682,97.8866,22.4583,70.7965,32.6361,31.7361,96.378,96.3969,0.0,0.0,0.0,0.0,50.3199,25.9272,0.0,30.5111,0.0,69.8538,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1410,352.5,3.4684,1.3211,5.249,3.5079,4.5,5.422,3.0282,2.9901,22.9735,27.0456,72.957,27.0072,87.1258,23.2316,105.912,23.1169,69.064,29.5818,28.6818,117.8776,0.0,0.0,0.0,0.0,0.0,48.5432,18.7909,0.0,31.2261,0.0,82.9047,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1411,352.75,3.368,1.4123,5.1545,3.6408,4.5,5.4868,3.1322,2.9901,22.9299,27.0975,72.8626,27.0592,87.2348,23.181,105.8613,23.0665,69.1325,29.6285,28.7285,117.9533,0.0,0.0,0.0,0.0,0.0,48.5126,18.7909,0.0,31.1911,0.0,82.0534,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
10018,2504.5,4.4385,4.3197,3.5204,3.7176,4.5,5.5,3.814,2.9786,38.7156,27.3606,70.5356,27.3207,85.4107,28.1981,110.001,28.0874,76.0145,42.5726,28.7332,89.2008,89.2176,0.0,0.0,0.0,0.0,49.6134,19.7969,0.0,30.6357,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10019,2504.75,4.5244,4.1881,3.4193,3.7473,4.5,5.5,4.0847,2.991,26.5719,27.2334,70.4345,27.1936,85.3996,26.5511,108.3524,26.4432,75.7476,38.9796,28.6056,111.569,0.0,0.0,0.0,0.0,0.0,49.5532,19.7969,0.0,30.2154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10258,2564.5,2.2598,2.1708,3.8759,3.5382,4.5,5.5,3.0039,2.9897,21.7297,29.1372,68.6525,29.1372,57.6314,19.8317,91.9876,19.7203,67.306,31.3431,30.4431,120.0301,0.0,0.0,0.0,0.0,0.0,0.0,28.3828,0.0,30.7386,0.0,52.4086,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10259,2564.75,2.1585,2.3099,3.7556,3.0508,4.5,5.5,2.9403,2.9897,21.6948,29.1954,68.5322,29.1954,57.1439,19.7835,91.9395,19.6721,67.2454,31.3965,30.4965,120.0903,0.0,0.0,0.0,0.0,0.0,0.0,28.3828,0.0,30.7424,0.0,51.2341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
16081,4020.25,3.4251,2.5779,3.7096,3.3584,4.5,5.5,3.3001,2.9772,37.095,22.5818,87.5452,22.641,83.5729,24.4921,98.6024,24.3758,69.5283,40.4412,24.3252,92.2882,92.3059,0.0,33.2807,0.0,0.0,48.1034,26.8982,0.0,31.4586,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16082,4020.5,3.4842,2.362,3.8214,3.3442,4.5,5.5,3.3249,2.9772,37.1268,22.388,87.5433,22.4466,83.5136,24.5455,98.6558,24.4291,69.5592,40.492,24.1287,92.2278,92.2456,0.0,33.1618,0.0,0.0,48.0297,26.8982,0.0,31.4651,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
16381,4095.25,2.1625,4.52,5.2503,3.0754,4.5,5.1242,3.0604,2.9901,23.0669,28.6181,90.3866,28.685,86.062,27.4054,105.4012,27.4054,56.7354,31.4911,30.5911,117.7154,0.0,0.0,35.1924,0.0,0.0,49.981,23.5611,0.0,0.0,0.0,66.2594,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16382,4095.5,2.1106,4.5184,5.2448,3.1573,4.5,5.0257,2.6335,2.9901,23.1114,29.4647,72.9069,29.4239,86.3246,27.4458,105.4415,27.4458,56.387,31.9019,31.0019,117.638,0.0,0.0,0.0,0.0,0.0,50.2241,23.5611,0.0,0.0,0.0,62.4656,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
18126,4531.5,4.2489,4.6727,3.7659,2.8448,4.5,5.5,4.4368,2.9775,37.37,27.6572,71.7647,27.6161,84.2104,25.8682,104.5117,25.7484,69.1315,41.0004,29.035,91.767,91.7846,0.0,0.0,0.0,0.0,50.3796,23.024,0.0,31.9679,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
18127,4531.75,4.304,4.539,3.6743,2.831,4.5,5.5,4.366,2.9775,37.3995,27.5268,71.6732,27.4858,84.1681,25.9131,104.5567,25.7931,69.0824,41.0474,28.9043,91.7108,91.7284,0.0,0.0,0.0,0.0,50.335,23.024,0.0,31.9946,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
6057,1514.25,2.7129,3.6074,5.1224,3.6563,4.5,5.2021,3.4557,2.9757,35.3442,28.1037,92.837,28.1626,87.7408,29.7194,114.4376,29.7194,58.7136,31.0736,30.1736,95.5826,95.6013,0.0,33.4226,0.0,0.0,48.832,16.0762,0.0,0.0,0.0,90.1912,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6058,1514.5,2.7452,3.6284,5.2616,3.7997,4.5,5.1229,3.12,2.9757,35.3617,28.1277,92.9294,28.1864,87.8486,29.7496,114.4678,29.7496,58.4374,31.0968,30.1968,95.5499,95.5686,0.0,33.3805,0.0,0.0,48.7873,16.0762,0.0,0.0,0.0,90.2328,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10244,2561.0,3.6802,0.8913,5.1698,3.975,4.5,5.0746,2.6298,2.9902,23.4689,26.8472,74.0358,26.8078,85.5532,23.0709,102.8198,22.9549,68.2331,29.4216,28.5216,117.0164,0.0,0.0,0.0,0.0,0.0,49.2717,21.9565,0.0,31.422,0.0,88.2461,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10245,2561.25,3.5845,0.9947,5.0874,4.0081,4.5,5.1319,2.7002,2.9902,23.4268,26.9048,73.9533,26.8653,85.5927,23.0216,102.7703,22.9057,68.2817,29.4738,28.5738,117.0896,0.0,0.0,0.0,0.0,0.0,49.2811,21.9565,0.0,31.3935,0.0,87.3991,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
12336,3084.0,0.9918,3.7924,3.6458,3.4227,4.5,5.5,4.3363,2.9746,34.0819,28.0647,88.897,28.1345,85.2169,21.9323,99.3379,21.8229,70.4304,30.9924,30.0924,97.933,97.9524,0.0,35.7305,0.0,0.0,50.1315,24.1484,0.0,30.4291,0.0,74.6526,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12337,3084.25,0.9908,3.7626,3.765,3.4433,4.5,5.5,4.3782,2.9746,34.0787,28.0407,88.9637,28.1102,85.2261,21.9327,99.3382,21.8234,70.4632,30.9683,30.0683,97.9388,97.9582,0.0,35.6787,0.0,0.0,50.1144,24.1484,0.0,30.4193,0.0,74.8324,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
4539,1134.75,4.1351,4.1105,4.304,4.1056,4.5,5.4979,3.7511,2.9763,36.0579,32.4156,74.2888,32.4156,68.69,26.7789,112.6893,26.6608,70.9002,34.7004,33.8004,94.2446,94.2629,0.0,0.0,0.0,0.0,0.0,14.3788,0.0,31.7229,0.0,69.3701,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4540,1135.0,4.144,4.2947,4.2348,3.8917,4.5,5.5,3.998,2.9763,36.0465,32.5097,75.4456,32.5097,67.9353,25.5715,105.9058,25.459,72.5142,34.7892,33.8892,94.266,94.2843,0.0,0.0,0.0,0.0,0.0,21.3653,0.0,30.8977,0.0,68.3429,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
814,203.5,3.9923,2.4986,3.4147,3.7179,4.5,5.5,2.828,2.9773,37.2365,22.6211,88.0305,22.6798,85.0233,25.7231,104.1218,25.6075,71.1153,40.7885,24.352,92.02,92.0377,0.0,33.0036,0.0,0.0,47.3245,23.2501,0.0,31.3549,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
815,203.75,4.0484,2.2855,3.5327,3.7857,4.5,5.5,2.9465,2.9774,37.2673,22.433,88.0313,22.4913,85.0192,25.7788,104.1775,25.6633,71.2188,40.8374,24.1611,91.9616,91.9793,0.0,32.8855,0.0,0.0,47.2212,23.2501,0.0,31.341,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9662,2415.5,3.4847,5.161,5.0395,3.8179,4.5,5.5,3.5643,2.9755,35.1527,29.5124,91.3942,29.5783,86.1215,23.9891,101.5248,23.8755,70.378,32.4581,31.5581,95.9405,95.9593,0.0,35.1268,0.0,0.0,50.4054,24.0345,0.0,31.0621,0.0,79.053,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9663,2415.75,3.4586,5.1438,5.1673,3.8578,4.5,5.5,3.626,2.9755,35.1386,29.4966,91.4673,29.5622,86.1468,23.9688,101.5045,23.8553,70.4214,32.4409,31.5409,95.9669,95.9857,0.0,35.075,0.0,0.0,50.3845,24.0345,0.0,31.0432,0.0,79.0037,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
7352,1838.0,3.4747,1.6702,4.4421,3.0157,4.5,5.3819,4.2213,2.9782,38.186,21.7195,86.525,21.7799,83.6396,31.6507,107.9466,31.6507,57.0428,42.0191,23.4591,90.2139,90.231,0.0,33.3781,0.0,0.0,47.5937,25.0594,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7353,1838.25,3.5767,1.4553,4.5394,3.0433,4.5,5.2836,3.755,2.9782,38.2394,21.528,86.5212,21.5879,83.6092,31.7429,108.0388,31.7429,56.6709,42.104,23.2649,90.1119,90.129,0.0,33.2623,0.0,0.0,47.5041,25.0594,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
9500,2375.0,0.8466,2.4317,3.207,2.4541,4.5,5.2156,1.7571,2.9742,33.6545,26.7773,86.1697,26.8521,84.3613,20.751,94.6028,20.6366,66.7457,29.7532,28.8532,98.7241,98.7438,0.0,36.5402,0.0,0.0,49.9131,27.0994,0.0,31.1784,0.0,81.1104,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9501,2375.25,0.825,2.4176,3.307,2.4869,4.5,5.2486,1.7694,2.9742,33.6428,26.7642,86.2318,26.8388,84.3821,20.7328,94.5846,20.6185,66.7611,29.739,28.839,98.7458,98.7654,0.0,36.4985,0.0,0.0,49.8956,27.0994,0.0,31.1685,0.0,81.0693,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
15423,3855.75,3.7644,0.5827,5.1147,3.1933,4.5,5.5,4.5215,2.9755,35.1194,25.488,89.2114,25.5497,84.4869,25.4496,108.2362,25.3437,75.6664,28.5948,27.6948,96.0027,96.0216,0.0,34.0374,0.0,0.0,49.171,18.6586,0.0,29.8993,0.0,107.7364,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15424,3856.0,3.7231,0.6478,5.2275,3.2137,4.5,5.5,4.7719,2.9756,35.1924,25.5251,88.0743,25.5912,85.2232,23.5231,97.4986,23.4109,70.642,28.6374,27.7374,95.8664,95.8851,0.0,34.7364,0.0,0.0,48.8033,27.0019,0.0,30.8451,0.0,107.4942,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
8959,2239.75,4.2102,4.2129,4.0601,4.4863,4.5,4.8865,2.2441,2.9766,36.3496,32.5949,74.5279,32.5949,68.4451,26.0666,108.5727,25.9465,69.1308,34.8842,33.9842,93.6957,93.7139,0.0,0.0,0.0,0.0,0.0,18.9999,0.0,32.0244,0.0,70.2369,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8960,2240.0,4.2228,4.3993,3.9974,4.2487,4.5,4.9574,2.3762,2.9761,35.8554,32.5088,71.2656,32.5088,59.6257,24.5503,100.7706,24.4338,69.5021,34.782,33.882,94.625,94.6434,0.0,0.0,0.0,0.0,0.0,25.1795,0.0,31.4831,0.0,67.1219,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
17551,4387.75,2.3561,2.3492,3.8352,3.9386,4.5,5.0968,2.4697,2.99,22.7016,27.6478,70.2677,27.6079,85.7845,21.4455,97.576,21.3303,67.0156,30.1399,29.2399,118.3492,0.0,0.0,0.0,0.0,0.0,49.5685,25.2548,0.0,31.303,0.0,74.0646,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
